queue_order,resource_type,resource_id,title,url,capture_wave,priority_basis,related_gap_ids,candidate_comparison_source_ids,affected_nonverified_knowledge_ids,affected_current_evidence_knowledge_ids,affected_taxonomy_ids,work_state,state_basis,capture_action,completion_gate
134,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0028,March 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
135,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0029,February 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
136,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0030,January 2024,https://www.mygroundbiz.com/news?sort=Date&archive=2024-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
137,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0031,December 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
138,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0032,November 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
139,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0033,October 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
140,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0034,September 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-09&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
141,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0035,August 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
142,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0036,July 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
143,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0037,June 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
144,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0038,May 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
145,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0039,April 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
146,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0040,March 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
147,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0041,February 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
148,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0042,January 2023,https://www.mygroundbiz.com/news?sort=Date&archive=2023-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
149,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0043,December 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-12&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
150,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0044,November 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-11&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
151,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0045,October 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-10&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
152,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0046,September 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-09&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
153,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0047,August 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
154,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0048,July 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
155,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0049,June 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
156,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0050,May 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
157,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0051,April 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
158,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0052,March 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-03&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
159,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0053,February 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-02&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
160,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0054,January 2022,https://www.mygroundbiz.com/news?sort=Date&archive=2022-01&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
161,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0055,August 2021,https://www.mygroundbiz.com/news?sort=Date&archive=2021-08&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
162,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0056,July 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-07&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
163,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0057,June 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-06&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
164,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0058,May 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-05&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
165,NEWS_ARCHIVE_PAGE,MGB-ARCHIVE-0059,April 2019,https://www.mygroundbiz.com/news?sort=Date&archive=2019-04&if=True,WAVE_2_NEWS_ARCHIVE_DISCOVERY,EXACT_MONTHLY_ARCHIVE_LINK_CAPTURED_FROM_FULLY_REVIEWED_CUSTOMER_ALERT_PAGE; archive content and child-article relevance remain unassessed; titles are discovery metadata only,,,,,,UNACQUIRED_OPEN,NEWS_ARCHIVE_BACKLOG_STATUS=OPEN;SOURCE_INVENTORY_STATUS=NOT_CREATED,OPEN_AUTHENTICATED_CAPTURE_COMPLETE_ARCHIVE_PAGE_INVENTORY_ALL_ARTICLES_AND_PAGINATION,DURABLE_ARCHIVE_CAPTURE_ALL_ARTICLE_LINKS_INVENTORIED_PAGINATION_EXHAUSTED_AND_REVIEW_STATUS_RECONCILED
